D,Spk,OS,SNR,DER
(0.522 - 0.713],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],52.334
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],80.28
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],15.585
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],48.103
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],8.745
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],65.226
(1.071 - 2.033],(3 - 4],(3.0 - 5.0],(7.0 - 10.0],36.936
(0.713 - 1.071],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],50.904
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(4.0 - 7.0],27.832
(1.071 - 2.033],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],71.678
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],56.567
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],48.656
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],81.862
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],80.789
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],45.047
(0.522 - 0.713],(3 - 4],(3.0 - 5.0],(4.0 - 7.0],75.36
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],18.518
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],52.202
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],70.884
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],33.534
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],66.124
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],57.929
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],9.642
(2.033 - 5.318],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],17.404
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],41.035
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(24.8 - 29.0],26.801
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],37.047
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],27.582
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],(10.0 - 13.0],62.136
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],15.318
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],29.385
(0.713 - 1.071],[1 - 2],(9.0 - 14.0],(16.0 - 20.0],22.645
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],65.169
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],67.07
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],[0.0 - 4.0],95.594
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],61.694
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],40.632
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],42.984
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],7.546
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],11.742
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],15.514
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],60.142
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(24.8 - 29.0],22.353
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],71.58
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],70.717
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],22.746
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],23.072
(0.522 - 0.713],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],63.858
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(29.0 - 35.0],14.189
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],5.467
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],6.233
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],76.803
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],15.848
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],21.722
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],[0.0 - 4.0],66.359
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],32.665
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],87.961
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(20.0 - 24.8],26.526
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],39.078
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],53.629
(0.335 - 0.411],(3 - 4],(9.0 - 14.0],(13.0 - 16.0],35.889
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],15.927
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],14.802
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],49.533
(0.713 - 1.071],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],72.634
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],34.826
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],65.901
(0.522 - 0.713],(3 - 4],(1.0 - 2.0],(4.0 - 7.0],70.613
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],34.159
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],61.289
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],75.248
(0.411 - 0.522],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],69.79
(0.335 - 0.411],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],87.644
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],60.905
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],(13.0 - 16.0],79.449
(5.318 - 18.792],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],20.672
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],(10.0 - 13.0],75.028
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],80.03
(0.411 - 0.522],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],75.58
(0.713 - 1.071],(5 - 7],(5.0 - 9.0],[0.0 - 4.0],72.495
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(13.0 - 16.0],58.767
(0.411 - 0.522],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],72.154
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],59.775
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],57.485
(0.713 - 1.071],(7 - 10],(5.0 - 9.0],(7.0 - 10.0],93.313
(0.335 - 0.411],(5 - 7],(3.0 - 5.0],(4.0 - 7.0],72.561
(0.522 - 0.713],(4 - 5],(5.0 - 9.0],(10.0 - 13.0],64.586
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],32.847
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(16.0 - 20.0],44.285
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(7.0 - 10.0],86.899
(2.033 - 5.318],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],18.779
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],18.099
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],79.941
(0.335 - 0.411],(4 - 5],(5.0 - 9.0],(4.0 - 7.0],70.021
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],73.24
(1.071 - 2.033],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],84.344
(2.033 - 5.318],(5 - 7],(2.0 - 3.0],(4.0 - 7.0],38.124
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],79.75
(1.071 - 2.033],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],51.528
(0.713 - 1.071],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],92.202
(0.411 - 0.522],(4 - 5],(5.0 - 9.0],(4.0 - 7.0],66.613
(1.071 - 2.033],(5 - 7],(14.0 - 93.0],(10.0 - 13.0],53.756
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],90.266
(0.522 - 0.713],(5 - 7],(5.0 - 9.0],(10.0 - 13.0],36.187
(0.522 - 0.713],(7 - 10],(9.0 - 14.0],(16.0 - 20.0],93.413
(0.411 - 0.522],(5 - 7],(5.0 - 9.0],(4.0 - 7.0],65.019
(1.071 - 2.033],(5 - 7],(5.0 - 9.0],[0.0 - 4.0],91.828
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],57.586
(0.335 - 0.411],(5 - 7],(3.0 - 5.0],(4.0 - 7.0],74.323
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(20.0 - 24.8],31.087
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],(4.0 - 7.0],79.14
(0.411 - 0.522],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],78.793
(0.411 - 0.522],(4 - 5],[0.0 - 1.0],(16.0 - 20.0],27.489
(2.033 - 5.318],(5 - 7],(14.0 - 93.0],(13.0 - 16.0],41.346
(0.335 - 0.411],(7 - 10],(9.0 - 14.0],[0.0 - 4.0],80.311
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],[0.0 - 4.0],81.461
(1.071 - 2.033],(7 - 10],(9.0 - 14.0],(7.0 - 10.0],54.644
(0.713 - 1.071],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],86.036
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],69.986
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],61.665
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],(4.0 - 7.0],61.398
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(10.0 - 13.0],87.606
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],[0.0 - 4.0],79.56
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],70.174
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],96.297
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],(7.0 - 10.0],83.525
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(4.0 - 7.0],54.131
(0.713 - 1.071],(3 - 4],(3.0 - 5.0],[0.0 - 4.0],65.556
(0.713 - 1.071],(7 - 10],(3.0 - 5.0],[0.0 - 4.0],78.498
(0.335 - 0.411],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],75.144
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],54.243
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],108.181
(2.033 - 5.318],(4 - 5],(3.0 - 5.0],[0.0 - 4.0],87.549
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],58.728
(1.071 - 2.033],(7 - 10],(9.0 - 14.0],(10.0 - 13.0],80.838
(0.713 - 1.071],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],61.094
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],80.92
(0.713 - 1.071],(4 - 5],(14.0 - 93.0],(4.0 - 7.0],53.685
(0.411 - 0.522],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],46.273
(0.522 - 0.713],(5 - 7],(2.0 - 3.0],(10.0 - 13.0],69.874
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(20.0 - 24.8],10.305
(1.071 - 2.033],(4 - 5],(5.0 - 9.0],(10.0 - 13.0],47.304
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],73.225
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],(4.0 - 7.0],51.669
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],51.064
(0.411 - 0.522],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],88.076
(0.335 - 0.411],(5 - 7],[0.0 - 1.0],(7.0 - 10.0],57.613
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],38.543
(0.335 - 0.411],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],80.108
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(4.0 - 7.0],71.838
(0.522 - 0.713],(4 - 5],(1.0 - 2.0],(7.0 - 10.0],66.852
(1.071 - 2.033],(4 - 5],(5.0 - 9.0],(7.0 - 10.0],77.441
(1.071 - 2.033],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],84.68
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(7.0 - 10.0],58.608
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],74.469
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],80.605
(0.411 - 0.522],(7 - 10],[0.0 - 1.0],[0.0 - 4.0],97.046
(0.713 - 1.071],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],88.359
(0.713 - 1.071],(3 - 4],(1.0 - 2.0],(10.0 - 13.0],33.836
(2.033 - 5.318],(4 - 5],(3.0 - 5.0],(20.0 - 24.8],30.802
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],72.997
(0.522 - 0.713],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],84.372
(0.522 - 0.713],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],57.527
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(13.0 - 16.0],51.539
(0.713 - 1.071],(7 - 10],(5.0 - 9.0],(7.0 - 10.0],77.392
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],60.114
(0.411 - 0.522],(7 - 10],(9.0 - 14.0],(4.0 - 7.0],98.245
(0.411 - 0.522],(5 - 7],(9.0 - 14.0],(4.0 - 7.0],92.792
(0.335 - 0.411],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],74.265
(1.071 - 2.033],(7 - 10],(14.0 - 93.0],(4.0 - 7.0],61.508
(5.318 - 18.792],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],45.907
(0.411 - 0.522],(7 - 10],(1.0 - 2.0],(13.0 - 16.0],94.683
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],60.127
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(24.8 - 29.0],65.289
(0.713 - 1.071],(5 - 7],[0.0 - 1.0],(4.0 - 7.0],80.87
(0.713 - 1.071],(7 - 10],(3.0 - 5.0],(4.0 - 7.0],93.77
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],24.002
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],12.411
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(29.0 - 35.0],31.556
(18.792 - 30.494],(2 - 3],(5.0 - 9.0],(20.0 - 24.8],24.809
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],14.417
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],11.027
(30.494 - 34.87],(2 - 3],(5.0 - 9.0],(24.8 - 29.0],20.352
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],12.384
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],7.962
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],7.472
(30.494 - 34.87],(2 - 3],(5.0 - 9.0],(13.0 - 16.0],25.417
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],11.283
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(24.8 - 29.0],15.21
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],8.683
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],22.959
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],8.222
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],50.366
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],13.395
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],22.739
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],30.317
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],39.331
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],60.001
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],8.816
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],22.542
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],11.663
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],12.343
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],22.061
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],19.685
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],8.661
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(35.0 - 59.0],10.639
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],12.932
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],10.831
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],3.85
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],15.339
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],5.269
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],7.654
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],15.446
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],6.2
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(20.0 - 24.8],15.155
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],10.027
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],9.592
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],40.115
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],30.751
(34.87 - 95.677],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],26.706
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],38.667
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],38.522
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],55.055
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],45.674
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],37.641
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],50.334
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],38.232
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],34.809
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],42.815
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],35.299
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],38.049
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],58.206
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],36.89
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(20.0 - 24.8],43.635
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],47.859
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],45.29
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],34.363
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],41.952
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],43.587
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],32.176
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],37.431
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],43.732
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(24.8 - 29.0],27.279
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],37.313
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],36.9
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],36.038
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],30.665
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],33.56
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],52.886
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],31.368
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],34.339
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],45.676
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],39.62
(34.87 - 95.677],(10 - 41],(3.0 - 5.0],(24.8 - 29.0],52.923
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(16.0 - 20.0],41.328
